"Time","max"
2020-10-20 03:00:00,222.10000610351562
2020-10-19 03:00:00,180.60000610351562
2020-10-18 03:00:00,102.69999694824219
2020-10-17 03:00:00,247.60000610351562
2020-10-16 03:00:00,218.39999389648438
2020-10-15 03:00:00,259.8999938964844
2020-10-14 03:00:00,213.89999389648438
2020-10-13 03:00:00,208.60000610351562
2020-10-12 03:00:00,327.6000061035156
2020-10-11 03:00:00,158.39999389648438
2020-10-10 03:00:00,256.1000061035156
2020-10-09 03:00:00,388.5
2020-10-08 03:00:00,199.39999389648438
2020-10-07 03:00:00,446.20001220703125
2020-10-06 03:00:00,197.89999389648438
2020-10-05 03:00:00,438.70001220703125
2020-10-04 03:00:00,95.9000015258789
2020-10-03 03:00:00,437.1000061035156
2020-10-02 03:00:00,426.5
2020-10-01 03:00:00,484.70001220703125
2020-09-30 03:00:00,511.20001220703125
2020-09-29 03:00:00,87.4000015258789
2020-09-28 03:00:00,251.10000610351562
2020-09-27 03:00:00,566.4000244140625
2020-09-26 03:00:00,589.2000122070312
2020-09-25 03:00:00,418
2020-09-24 03:00:00,635.9000244140625
2020-09-23 03:00:00,633.4000244140625
2020-09-22 03:00:00,676.7000122070312
2020-09-21 03:00:00,
2020-09-20 03:00:00,
2020-09-19 03:00:00,
2020-09-18 03:00:00,
2020-09-17 03:00:00,
2020-09-16 03:00:00,
2020-09-15 03:00:00,
2020-09-14 03:00:00,
2020-09-13 03:00:00,
2020-09-12 03:00:00,
2020-09-11 03:00:00,
2020-09-10 03:00:00,
2020-09-09 03:00:00,
2020-09-08 03:00:00,
2020-09-07 03:00:00,
2020-09-06 03:00:00,
2020-09-05 03:00:00,
2020-09-04 03:00:00,
2020-09-03 03:00:00,
2020-09-02 03:00:00,
2020-09-01 03:00:00,
2020-08-31 03:00:00,
2020-08-30 03:00:00,
2020-08-29 03:00:00,
2020-08-28 03:00:00,
2020-08-27 03:00:00,
2020-08-26 03:00:00,
2020-08-25 03:00:00,
2020-08-24 03:00:00,
2020-08-23 03:00:00,
2020-08-22 03:00:00,
2020-08-21 03:00:00,
2020-08-20 03:00:00,
2020-08-19 03:00:00,
2020-08-18 03:00:00,
2020-08-17 03:00:00,
2020-08-16 03:00:00,
2020-08-15 03:00:00,
2020-08-14 03:00:00,
2020-08-13 03:00:00,
2020-08-12 03:00:00,
2020-08-11 03:00:00,
2020-08-10 03:00:00,
2020-08-09 03:00:00,
2020-08-08 03:00:00,
2020-08-07 03:00:00,
2020-08-06 03:00:00,
2020-08-05 03:00:00,
2020-08-04 03:00:00,
2020-08-03 03:00:00,
2020-08-02 03:00:00,
2020-08-01 03:00:00,
2020-07-31 03:00:00,
2020-07-30 03:00:00,
2020-07-29 03:00:00,
2020-07-28 03:00:00,
2020-07-27 03:00:00,
2020-07-26 03:00:00,
2020-07-25 03:00:00,
2020-07-24 03:00:00,
2020-07-23 03:00:00,
2020-07-22 03:00:00,
2020-07-21 03:00:00,
2020-07-20 03:00:00,
2020-07-19 03:00:00,
2020-07-18 03:00:00,
2020-07-17 03:00:00,
2020-07-16 03:00:00,
2020-07-15 03:00:00,
2020-07-14 03:00:00,
2020-07-13 03:00:00,
2020-07-12 03:00:00,
2020-07-11 03:00:00,
2020-07-10 03:00:00,
2020-07-09 03:00:00,
2020-07-08 03:00:00,
2020-07-07 03:00:00,
2020-07-06 03:00:00,
2020-07-05 03:00:00,
2020-07-04 03:00:00,
2020-07-03 03:00:00,
2020-07-02 03:00:00,
2020-07-01 03:00:00,
2020-06-30 03:00:00,
2020-06-29 03:00:00,
2020-06-28 03:00:00,
2020-06-27 03:00:00,
2020-06-26 03:00:00,
